query_id,user_id,query_text,category,response
0cb42bf8-684c-42cc-b10b-80400ba381f2,9725,I need help with a failed transaction.,payment_issue,"For payment issues, navigate to My Account > Billing > Payment Help. You will find tools to resolve failed or pending transactions."
d040e8c2-b591-4243-9003-4bd502a1fc22,8453,Can I chat with someone from support?,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
54fecb69-cdf6-4bc7-bc38-5148fcee8690,5288,Has my order been shipped yet?,order_status,Head over to My Account > Purchases > Track Progress to see where your order is in the fulfillment process.
86457873-74f5-4b4c-ac7c-35bc63d26283,7059,I want to talk to a real person.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
e67a20c1-6fdb-4f32-8300-df38a580a4ae,6842,I want to cancel my last order.,cancel_order,You can cancel by navigating to Settings > Orders > Cancel Order. Choose the order you wish to cancel and follow the prompts.
17f1e7d1-feb1-49c8-a6d9-7a4d82486542,9769,"I’m done, thanks.",goodbye,Goodbye! I hope I was able to help you today.
c476e757-b692-4c54-8e1f-7b4cd12fe904,2201,Hi there!,greeting,Hello there! How can I assist you with your orders today?
451f2b3b-1334-4273-8971-5b8892821d11,1743,Please help me submit a problem report.,submit_complaint,"You can report a problem by going to Settings > Support > Submit Complaint. Fill in the complaint form, and our team will review it shortly."
c45f0689-0775-49ef-b99e-e8f72bd2703e,9945,I need to speak to a human agent.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
8cd0440a-00af-44b0-a152-eca1d804f4eb,6744,How do I request money back for my purchase?,demand_refund,"Refund requests can be placed through My Account > Refunds > Initiate. Select your order, choose 'Request Refund', and submit your reason."
e3e10209-bfd8-469f-841b-1d9137c4c6ba,9221,"I’m done, thanks.",goodbye,Goodbye! I hope I was able to help you today.
8429eb31-dea9-44e8-8476-c5dbfee3e2f9,2773,There’s an issue I need to report.,submit_complaint,"To submit a complaint, please visit Settings > Support > Submit Complaint. Provide your order details and a description of the issue."
2f7c4a7c-b697-4c28-8d33-250ac57b9a8f,5156,Help me post a review for my completed purchase.,review_order,"You can add a review by navigating to My Account > Reviews > Write Review. Once there, you’ll be able to write and submit your review."
87931ba0-d2e1-43cc-92fb-5ca2454dbb1e,8985,Please transfer me to a representative.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
a81d52ee-e87f-4ba5-b147-a3a576bea8d3,6496,Can I chat with someone from support?,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
7b2f5d7c-0dd1-4f06-94a0-defbc374994a,3121,There’s an issue I need to report.,submit_complaint,"To submit a complaint, please visit Help Center > Complaints > File Issue. Provide your order details and a description of the issue."
a5d27b72-b712-419b-9eda-148f35bba9f3,4722,Where is my order in the process?,order_status,Head over to My Account > Purchases > Track Progress to see where your order is in the fulfillment process.
ae9b4434-5f67-4a11-a4c8-1fa6bf0825cd,6673,I need help with a failed transaction.,payment_issue,You can manage and fix your payment issues at Settings > Payments > Resolve Issue. Select the relevant transaction to proceed.
7715d839-a80f-4c6d-8a80-6d8dfd225703,5596,Good morning!,greeting,Hi! Welcome back. What can I help you with?
a1f5bd50-fa91-417f-aece-0886a00aa565,6688,Where can I request a refund?,demand_refund,"To get a refund, please visit Settings > Orders > Refund Order. Choose the respective order and complete the refund form."
3329a2e3-2dd1-426a-b8e8-4d7ccc405e5b,9624,I need a refund on my last order.,demand_refund,"Refund requests can be placed through Profile > Order History > Request Refund. Select your order, choose 'Request Refund', and submit your reason."
ff606fcb-3c8c-480d-ae6d-10d18d1722d9,7026,Please guide me to initiate a refund.,demand_refund,"Refund requests can be placed through Profile > Order History > Request Refund. Select your order, choose 'Request Refund', and submit your reason."
d594f91a-d0cf-42da-96f7-95af371bce64,7401,Can I rate the product I bought?,review_order,"You can add a review by navigating to Purchases > Feedback > Review Order. Once there, you’ll be able to write and submit your review."
a9a5fbbc-c4cd-4a19-bae6-adc49bb0f75f,2989,Track my shipment please.,order_tracking,"To track your shipment, please go to Orders > Track Shipment. Enter your tracking ID for more details."
9b9defc8-ab13-4cc1-b378-731769c0b87b,5815,There’s an issue I need to report.,submit_complaint,"You can report a problem by going to Profile > Feedback > Report Problem. Fill in the complaint form, and our team will review it shortly."
f4b4eefc-6a23-471b-9b55-26c71b0d0828,7234,How can I leave a review for my order?,review_order,"To review your order, head over to Purchases > Feedback > Review Order. Select the order and leave your feedback."
9f8e7514-59fb-44aa-bf29-7cb2cfca7ccb,7022,What’s the current status of my order?,order_status,You can check your order status by going to Profile > Orders > Check Status. It will display the current progress of your order.
e4c4b10d-46c5-4252-9f2a-0c87acc1858c,8526,What’s 2+2?,out_of_scope,This seems outside my current support scope. Please check our help center for more information.
515ce3a6-98a2-4bc3-896a-5f9eb0702ba1,2212,See you next time.,goodbye,Goodbye! I hope I was able to help you today.
959a20b1-4ce8-4e35-b9c3-c6d1e054e425,7298,"Hi, I need some help.",greeting,Hello there! How can I assist you with your orders today?
c2175df3-9aec-4381-9bb1-1dbe725f9e70,3883,Catch you later.,goodbye,Thank you for reaching out! Have a great day.
77443744-763b-4695-b191-ca093d99cec2,6179,Can you help me undo an order I placed?,cancel_order,You can cancel by navigating to Settings > Orders > Cancel Order. Choose the order you wish to cancel and follow the prompts.
c59a5801-b35e-46f6-9545-1acf5597a1cc,2293,I need to speak to a human agent.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
6ed27302-4879-4c1e-944e-7115b76a8ac1,7608,Can you show me tracking details for my order?,order_tracking,"To track your shipment, please go to Purchases > Delivery > Tracking Info. Enter your tracking ID for more details."
f5141eb2-1ae4-4a60-8b72-7aeb2d453a9c,2665,Has my order been shipped yet?,order_status,You can check your order status by going to Orders > Select Order > View Status. It will display the current progress of your order.
3c7b8993-fef9-4298-8961-f54668ca8caa,5758,My payment didn’t go through.,payment_issue,"For payment issues, navigate to Settings > Payments > Resolve Issue. You will find tools to resolve failed or pending transactions."
bb8363ba-e809-4a95-862f-9da067efacf9,4798,Hi there!,greeting,Hi! Welcome back. What can I help you with?
e03edbcf-2ce9-420d-883a-2b48e1ee8f6b,6655,See you next time.,goodbye,Goodbye! I hope I was able to help you today.
44278dba-d53f-484f-8329-093709e93130,5863,"Hey, how are you?",greeting,Hi! Welcome back. What can I help you with?
bee91582-c4ca-4a4d-8453-b11c53eef0df,6109,I want to cancel my last order.,cancel_order,You can cancel by navigating to Settings > Orders > Cancel Order. Choose the order you wish to cancel and follow the prompts.
0a176b6d-7896-4852-872e-403df5a941eb,2797,My payment didn’t go through.,payment_issue,You can manage and fix your payment issues at Settings > Payments > Resolve Issue. Select the relevant transaction to proceed.
5c83e3cb-7eeb-4409-baa6-037650314907,1406,How can I leave a review for my order?,review_order,"To review your order, head over to Purchases > Feedback > Review Order. Select the order and leave your feedback."
cf9fa14a-2eef-4af2-9a2c-5c29e25708a8,5760,My payment didn’t go through.,payment_issue,You can manage and fix your payment issues at Settings > Payments > Resolve Issue. Select the relevant transaction to proceed.
c4e8e5e5-bdf5-4d76-81ba-621fede6b7d1,2709,I want to talk to a real person.,talk_to_human,I’ll connect you with a support agent shortly. Please hold on.
b690c547-8465-4411-a66a-7553f9eb30bf,5069,There’s a billing issue with my purchase.,payment_issue,You can manage and fix your payment issues at Profile > Wallet > Payment Issues. Select the relevant transaction to proceed.
f47ccd99-b8e8-4e53-9a74-f79e2b5334d2,1574,Good morning!,greeting,Hello there! How can I assist you with your orders today?
6bb1d2af-5679-4755-827b-e5edf20b59cf,7887,I want to share feedback about my purchase.,review_order,"You can add a review by navigating to Purchases > Feedback > Review Order. Once there, you’ll be able to write and submit your review."
f788d54c-398d-4f0e-8f5e-51c6dca41e29,9309,I need a refund on my last order.,demand_refund,"To get a refund, please visit Profile > Order History > Request Refund. Choose the respective order and complete the refund form."
f19afb60-72c6-4386-832f-8b2f891bb827,2469,Is there a way to stop processing on my order?,cancel_order,"To cancel your order, please go to My Account > Purchases > Cancel. After selecting the order, confirm the cancellation. If you face any issues, let me know."
8e188309-1218-4eec-b10c-7938989eb699,6178,Where do I go to raise a complaint?,submit_complaint,"You can report a problem by going to Profile > Feedback > Report Problem. Fill in the complaint form, and our team will review it shortly."
84eda3b7-2bd9-4f14-bf21-a8e6796cd2af,4106,Where is my order in the process?,order_status,Head over to Orders > Select Order > View Status to see where your order is in the fulfillment process.
397669f8-82ee-46b7-9743-f3258a1cc98a,3289,"My payment is pending, what should I do?",payment_issue,You can manage and fix your payment issues at Settings > Payments > Resolve Issue. Select the relevant transaction to proceed.
09e64a02-ad75-4f7b-9a2b-2318160a656b,7284,Please guide me to initiate a refund.,demand_refund,"To get a refund, please visit Settings > Orders > Refund Order. Choose the respective order and complete the refund form."
d8b4c6f3-a8ff-4d68-83b5-34b665fabd4b,3028,Where do I go to cancel an order?,cancel_order,"To cancel your order, please go to Profile > Order History > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
08758cd9-3db0-4c85-a031-28c39230b5bc,4529,Tell me a joke.,out_of_scope,This seems outside my current support scope. Please check our help center for more information.
f85eb5a1-4433-4fbc-b975-7b2e8d65ba7b,6005,Can you connect me to support staff?,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
60e62975-afa7-49c1-af3e-c190c3e2a064,5338,How do I request money back for my purchase?,demand_refund,"To get a refund, please visit Settings > Orders > Refund Order. Choose the respective order and complete the refund form."
d5ca3e2b-6a93-4cc9-921b-139b9c23f328,5390,Has my order been shipped yet?,order_status,Head over to My Account > Purchases > Track Progress to see where your order is in the fulfillment process.
d1e1d560-ed84-45b5-b236-8f034c3fe4f8,6036,Hi there!,greeting,Hello there! How can I assist you with your orders today?
26d7d0e8-e410-43e4-be05-68da73d860f6,7259,Where do I go to raise a complaint?,submit_complaint,"You can report a problem by going to Profile > Feedback > Report Problem. Fill in the complaint form, and our team will review it shortly."
8a613641-bad3-4ed5-bbae-50b61732952e,5261,Catch you later.,goodbye,Thank you for reaching out! Have a great day.
9d0d12e4-7199-44c4-86d0-c6b8829b8305,8386,"Thanks, bye!",goodbye,Goodbye! I hope I was able to help you today.
ade3d1e1-cab5-470b-8edb-b38fb5fafa20,8082,I need to speak to a human agent.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
72c16e09-9f0d-4da8-90a7-0331bc323198,9014,Where is my delivery right now?,order_tracking,"To track your shipment, please go to Purchases > Delivery > Tracking Info. Enter your tracking ID for more details."
123e59b0-052b-4e6e-9b97-5cb48a8ef266,8061,There’s an issue I need to report.,submit_complaint,"To submit a complaint, please visit Help Center > Complaints > File Issue. Provide your order details and a description of the issue."
deed55dd-21b2-4a8e-8d51-13b2de205291,4313,Can I rate the product I bought?,review_order,"You can add a review by navigating to My Account > Reviews > Write Review. Once there, you’ll be able to write and submit your review."
7f34e663-651f-4f6e-b7df-c5e006cb5113,6635,Hello!,greeting,Hello there! How can I assist you with your orders today?
f7fb9f6c-5630-4117-b70c-22b005db1a7e,5330,Why was my card declined?,payment_issue,You can manage and fix your payment issues at My Account > Billing > Payment Help. Select the relevant transaction to proceed.
59cee7b6-8f85-4bbd-b223-3658ddc46115,7947,I need the courier information for my order.,order_tracking,Tracking details are available under My Account > Shipping > Track Package. It will show you real-time updates about your package location.
fdc2f06c-b008-4a4f-8f0a-c9db7c89bebf,4858,"Thanks, bye!",goodbye,Thank you for reaching out! Have a great day.
4ee5e906-2716-4820-8390-090d346aa728,9323,What’s the current status of my order?,order_status,You can check your order status by going to My Account > Purchases > Track Progress. It will display the current progress of your order.
f00e17f0-3dd4-49ca-ac3a-1d4e9b0ecdd9,3417,Can you show me tracking details for my order?,order_tracking,Tracking details are available under My Account > Shipping > Track Package. It will show you real-time updates about your package location.
126dc661-8254-4263-b1e3-9fa54c629986,2675,Please transfer me to a representative.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
6314aed4-f2c4-4f40-b9bf-7010408fd549,3319,Hi there!,greeting,Hello there! How can I assist you with your orders today?
f657b9ff-be24-47ee-b943-4af8e5a99587,6055,Where do I go to raise a complaint?,submit_complaint,"You can report a problem by going to Help Center > Complaints > File Issue. Fill in the complaint form, and our team will review it shortly."
7de6d5a0-f36a-431a-b41a-d7a0cd32a2e9,6984,I need the courier information for my order.,order_tracking,"To track your shipment, please go to Purchases > Delivery > Tracking Info. Enter your tracking ID for more details."
c5a8fb98-68e4-45d4-b4d7-8b30322834f6,1653,I need to speak to a human agent.,talk_to_human,I’ll connect you with a support agent shortly. Please hold on.
3f20a859-7bd9-4722-85d6-981539d26085,1156,Please provide shipment tracking updates.,order_tracking,Tracking details are available under My Account > Shipping > Track Package. It will show you real-time updates about your package location.
6bbf03be-c812-4fd6-96d5-15799e870cb0,4163,I want to cancel my last order.,cancel_order,You can cancel by navigating to Profile > Order History > Cancel Order. Choose the order you wish to cancel and follow the prompts.
10ecb344-73bf-4a4e-86bb-70a43ea97149,9966,Has my order been shipped yet?,order_status,Head over to Profile > Orders > Check Status to see where your order is in the fulfillment process.
15e23256-d04d-40c5-bf78-8b434a9a6e38,8291,Catch you later.,goodbye,Thank you for reaching out! Have a great day.
9f6c926b-d4fb-4a87-b311-4f9f05b09905,3777,Where do I go to raise a complaint?,submit_complaint,"To submit a complaint, please visit Settings > Support > Submit Complaint. Provide your order details and a description of the issue."
ffef6b87-0426-4a0f-baab-d050bbf94416,9722,Where is my delivery right now?,order_tracking,Tracking details are available under My Account > Shipping > Track Package. It will show you real-time updates about your package location.
898ab21c-aed4-460b-8e67-a0bea1915c4e,7747,Can I rate the product I bought?,review_order,"To review your order, head over to Orders > Select Order > Leave Review. Select the order and leave your feedback."
d9f72c21-21b3-4d22-a588-6b1b6713c330,7943,Please guide me to initiate a refund.,demand_refund,"To get a refund, please visit Settings > Orders > Refund Order. Choose the respective order and complete the refund form."
2a5e09b9-dc51-434f-8a1d-523fb921116f,5922,What’s the weather like today?,out_of_scope,"I’m sorry, but I can’t help with that request. Could you please rephrase or ask something else?"
a4f040b1-7e1a-4f39-b34b-5e473f21df7e,3175,Catch you later.,goodbye,Thank you for reaching out! Have a great day.
e5d1c68d-e609-476a-b311-cd0221c7cd6b,3221,Where is my delivery right now?,order_tracking,"To track your shipment, please go to Purchases > Delivery > Tracking Info. Enter your tracking ID for more details."
8ff07191-2e47-4135-8930-10e4c66af58d,2559,Goodbye!,goodbye,Thank you for reaching out! Have a great day.
e6a1e5d8-a08a-4446-b7dc-95a700ad6a73,2244,Why was my card declined?,payment_issue,"For payment issues, navigate to My Account > Billing > Payment Help. You will find tools to resolve failed or pending transactions."
d0b495b0-b1d3-44e0-b105-90ea6a93cf75,7860,Can you tell me the refund steps?,demand_refund,"To get a refund, please visit Settings > Orders > Refund Order. Choose the respective order and complete the refund form."
a977841c-8970-49ff-be3e-2fdf1379a5fd,5110,How do I check if my order is confirmed?,order_status,Head over to Orders > Select Order > View Status to see where your order is in the fulfillment process.
4816cd40-ab5b-4ac2-9eca-f5af13b9eb90,2821,How do I request money back for my purchase?,demand_refund,"Refund requests can be placed through My Account > Refunds > Initiate. Select your order, choose 'Request Refund', and submit your reason."
f4adbe47-7531-431c-9211-02a8dcc310d8,1644,Where do I go to raise a complaint?,submit_complaint,"To submit a complaint, please visit Profile > Feedback > Report Problem. Provide your order details and a description of the issue."
a03c30e7-3478-4288-8194-6724a312d399,8607,Good morning!,greeting,Hello there! How can I assist you with your orders today?
6605459d-86f8-43aa-acfd-fef6e157f9f9,8648,What’s the weather like today?,out_of_scope,This seems outside my current support scope. Please check our help center for more information.
6b426f82-b3ea-4d4b-9ae8-d24d49772c66,4577,I need the courier information for my order.,order_tracking,Tracking details are available under My Account > Shipping > Track Package. It will show you real-time updates about your package location.
733f43c3-6fd3-4a6c-b7d7-f02dd69b1e8a,6839,I want to cancel my last order.,cancel_order,"To cancel your order, please go to My Account > Purchases > Cancel. After selecting the order, confirm the cancellation. If you face any issues, let me know."
11469ad3-128a-47a0-8ae8-de8b988510db,8867,"My payment is pending, what should I do?",payment_issue,"For payment issues, navigate to My Account > Billing > Payment Help. You will find tools to resolve failed or pending transactions."
be66043d-871e-4309-90c5-871d5dc47ce0,5342,Why was my card declined?,payment_issue,"For payment issues, navigate to Profile > Wallet > Payment Issues. You will find tools to resolve failed or pending transactions."
15d1e7b6-1e4c-4f56-abf8-cccd9028d319,4970,I want to complain about a product.,submit_complaint,"You can report a problem by going to Settings > Support > Submit Complaint. Fill in the complaint form, and our team will review it shortly."
a348bb55-d4c8-4cc7-a7a9-02b55c1bf480,3291,There’s an issue I need to report.,submit_complaint,"You can report a problem by going to Settings > Support > Submit Complaint. Fill in the complaint form, and our team will review it shortly."
3093c8af-4908-4cda-9269-6100b3611a3c,9662,Help me post a review for my completed purchase.,review_order,"To review your order, head over to Orders > Select Order > Leave Review. Select the order and leave your feedback."
2d552231-1555-4c5b-989e-7ce98954774d,1729,Who won the football game yesterday?,out_of_scope,"I’m sorry, but I can’t help with that request. Could you please rephrase or ask something else?"
1e37cfd1-a964-4b12-af10-8cf6b551ccb3,6811,Catch you later.,goodbye,Thank you for reaching out! Have a great day.
fce42d31-ae42-433a-9f9f-9948bf36d7d8,9634,Please help me submit a problem report.,submit_complaint,"You can report a problem by going to Help Center > Complaints > File Issue. Fill in the complaint form, and our team will review it shortly."
d5608a14-e31b-4c39-ada0-792c86452b41,4425,Goodbye!,goodbye,Goodbye! I hope I was able to help you today.
fa30b2e5-4f71-445d-9573-7583ec0d08ab,2812,See you next time.,goodbye,Goodbye! I hope I was able to help you today.
87a282b5-9605-461a-b48d-b7a1a62a616f,7397,Can you write me an essay?,out_of_scope,This seems outside my current support scope. Please check our help center for more information.
d2003424-cbb7-4074-a606-22fa679e855d,8856,"Thanks, bye!",goodbye,Goodbye! I hope I was able to help you today.
f74e5402-9251-47c3-bbc5-a0f77d5669b6,1537,I want to complain about a product.,submit_complaint,"You can report a problem by going to Settings > Support > Submit Complaint. Fill in the complaint form, and our team will review it shortly."
93c9fc5f-9226-43cb-a134-767a411b11a8,9962,I want to share feedback about my purchase.,review_order,"To review your order, head over to Orders > Select Order > Leave Review. Select the order and leave your feedback."
4e7ac1e9-7b41-40d1-a0ad-07fa5539c61d,4151,Where is my delivery right now?,order_tracking,Tracking details are available under My Account > Shipping > Track Package. It will show you real-time updates about your package location.
160622ef-cb7a-44d6-9a85-25095f65b074,2862,Can you help me undo an order I placed?,cancel_order,"To cancel your order, please go to Settings > Orders > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
bbdc7f53-7d29-4188-b101-c74df48d6594,9667,Where is my order in the process?,order_status,Head over to My Account > Purchases > Track Progress to see where your order is in the fulfillment process.
56b9d3a6-a302-4552-be02-871a804ded2c,7555,There’s an issue I need to report.,submit_complaint,"You can report a problem by going to Help Center > Complaints > File Issue. Fill in the complaint form, and our team will review it shortly."
8a15786a-55f5-4d0c-824b-73525586b7d7,9491,How can I leave a review for my order?,review_order,"You can add a review by navigating to Orders > Select Order > Leave Review. Once there, you’ll be able to write and submit your review."
26bfa730-91a1-4a2c-b770-0719ae7ad809,7468,Can I rate the product I bought?,review_order,"To review your order, head over to Purchases > Feedback > Review Order. Select the order and leave your feedback."
d8d2d1d9-89b3-4a50-9b99-2b868aa90608,1804,Can you show me tracking details for my order?,order_tracking,Tracking details are available under Purchases > Delivery > Tracking Info. It will show you real-time updates about your package location.
eba5827d-f754-4d9f-b798-d7707a389e4f,9312,There’s a billing issue with my purchase.,payment_issue,"For payment issues, navigate to My Account > Billing > Payment Help. You will find tools to resolve failed or pending transactions."
ac9ad16f-b4b9-4c64-99ad-0e399d51d7da,1177,Where do I write a review for my last order?,review_order,"You can add a review by navigating to Orders > Select Order > Leave Review. Once there, you’ll be able to write and submit your review."
a9cac68f-54f7-4980-9fce-b407c45e4e4d,2534,There’s a billing issue with my purchase.,payment_issue,"For payment issues, navigate to My Account > Billing > Payment Help. You will find tools to resolve failed or pending transactions."
b38121fc-e4bc-4960-b9eb-87e4f6ae2175,2840,Can you write me an essay?,out_of_scope,"I’m sorry, but I can’t help with that request. Could you please rephrase or ask something else?"
564bee60-77f3-490b-b07a-c91117e18d0a,6048,Where is my order in the process?,order_status,Head over to Profile > Orders > Check Status to see where your order is in the fulfillment process.
5d561af9-e094-4352-994a-d9a5ca2b3dc1,6142,I need help with a failed transaction.,payment_issue,"For payment issues, navigate to Settings > Payments > Resolve Issue. You will find tools to resolve failed or pending transactions."
0fc202e1-8810-423c-a4ef-689b45f2bed7,1349,How can I leave a review for my order?,review_order,"You can add a review by navigating to Orders > Select Order > Leave Review. Once there, you’ll be able to write and submit your review."
060a6408-c3ec-46b8-bfa2-a41925a135e0,9984,Is there a way to stop processing on my order?,cancel_order,You can cancel by navigating to Profile > Order History > Cancel Order. Choose the order you wish to cancel and follow the prompts.
49605d8f-5514-45aa-832f-f311e402c393,6657,I need help with a failed transaction.,payment_issue,You can manage and fix your payment issues at Profile > Wallet > Payment Issues. Select the relevant transaction to proceed.
9cf1c1fc-7a73-433d-a031-158249c45d16,2995,I want to talk to a real person.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
45d18437-b820-43be-97ca-79a71ea23537,1383,Is there a way to stop processing on my order?,cancel_order,"To cancel your order, please go to Profile > Order History > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
edce0a04-ec1c-4565-875f-ebb4eb20c5bb,8025,Where do I go to cancel an order?,cancel_order,You can cancel by navigating to My Account > Purchases > Cancel. Choose the order you wish to cancel and follow the prompts.
0827f6ae-d7f4-48b2-a725-225355d5dd71,6032,Goodbye!,goodbye,Goodbye! I hope I was able to help you today.
86dfd8c9-946b-47f9-959e-1fbb7996ab29,1200,Where can I request a refund?,demand_refund,"Refund requests can be placed through Profile > Order History > Request Refund. Select your order, choose 'Request Refund', and submit your reason."
5dbd96fc-c042-4d4f-8466-1fe3c3c54169,1190,Is there a way to stop processing on my order?,cancel_order,"To cancel your order, please go to Settings > Orders > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
1cba7e10-7dbb-4545-918f-93da60b7abef,4048,Where is my order in the process?,order_status,Head over to Profile > Orders > Check Status to see where your order is in the fulfillment process.
00934f30-04bd-4776-bbb2-6b76e03b2c48,7334,Help me post a review for my completed purchase.,review_order,"You can add a review by navigating to Orders > Select Order > Leave Review. Once there, you’ll be able to write and submit your review."
